test_suite,test_name,test_root,matrix_identity,pair_case,case,seed,step,obstacle,mode,classes,environment,first_count,first_fraction,log_file,obstacles,occupancy,occupancy_fraction,profile,q,q_times_S,repeat,repeatable,run_id,scenario_budget,solver_style,trial_error,trial_status
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,four_way_intersection_o1_c1_m3_boost_0_s40,sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,77,1,0,constant_velocity,1,four_way_intersection,0,0,four_way_intersection_o1_c1_m3_boost_0_s40/seed_77/sh_mpcc_dro/repeat_0.log,1,0,0,boost_0,0,0,0,,four_way_intersection_o1_c1_m3_boost_0_s40/seed_77/sh_mpcc_dro/repeat_0,40,sh_mpcc_dro,"Command '['/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/experiment_runner', '--config', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/configs/sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40.yaml', '--seed', '77', '--output', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/four_way_intersection_o1_c1_m3_boost_0_s40/seed_77/sh_mpcc_dro', '--label', 'repeat_0']' returned non-zero exit status 1.",ERROR
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,four_way_intersection_o1_c1_m3_boost_0_s40,sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,77,1,0,turn_left,1,four_way_intersection,0,0,four_way_intersection_o1_c1_m3_boost_0_s40/seed_77/sh_mpcc_dro/repeat_0.log,1,0,0,boost_0,0,0,0,,four_way_intersection_o1_c1_m3_boost_0_s40/seed_77/sh_mpcc_dro/repeat_0,40,sh_mpcc_dro,"Command '['/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/experiment_runner', '--config', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/configs/sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40.yaml', '--seed', '77', '--output', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/four_way_intersection_o1_c1_m3_boost_0_s40/seed_77/sh_mpcc_dro', '--label', 'repeat_0']' returned non-zero exit status 1.",ERROR
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,four_way_intersection_o1_c1_m3_boost_0_s40,sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,77,1,0,turn_right,1,four_way_intersection,40,1,four_way_intersection_o1_c1_m3_boost_0_s40/seed_77/sh_mpcc_dro/repeat_0.log,1,800,1,boost_0,1,40,0,,four_way_intersection_o1_c1_m3_boost_0_s40/seed_77/sh_mpcc_dro/repeat_0,40,sh_mpcc_dro,"Command '['/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/experiment_runner', '--config', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/configs/sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40.yaml', '--seed', '77', '--output', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/four_way_intersection_o1_c1_m3_boost_0_s40/seed_77/sh_mpcc_dro', '--label', 'repeat_0']' returned non-zero exit status 1.",ERROR
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,four_way_intersection_o1_c1_m3_boost_0_s40,sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,78,1,0,constant_velocity,1,four_way_intersection,0,0,four_way_intersection_o1_c1_m3_boost_0_s40/seed_78/sh_mpcc_dro/repeat_0.log,1,0,0,boost_0,0.00833333,0.333333,0,,four_way_intersection_o1_c1_m3_boost_0_s40/seed_78/sh_mpcc_dro/repeat_0,40,sh_mpcc_dro,"Command '['/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/experiment_runner', '--config', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/configs/sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40.yaml', '--seed', '78', '--output', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/four_way_intersection_o1_c1_m3_boost_0_s40/seed_78/sh_mpcc_dro', '--label', 'repeat_0']' returned non-zero exit status 1.",ERROR
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,four_way_intersection_o1_c1_m3_boost_0_s40,sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,78,1,0,turn_left,1,four_way_intersection,40,1,four_way_intersection_o1_c1_m3_boost_0_s40/seed_78/sh_mpcc_dro/repeat_0.log,1,800,1,boost_0,0.991667,39.6667,0,,four_way_intersection_o1_c1_m3_boost_0_s40/seed_78/sh_mpcc_dro/repeat_0,40,sh_mpcc_dro,"Command '['/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/experiment_runner', '--config', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/configs/sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40.yaml', '--seed', '78', '--output', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/four_way_intersection_o1_c1_m3_boost_0_s40/seed_78/sh_mpcc_dro', '--label', 'repeat_0']' returned non-zero exit status 1.",ERROR
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,four_way_intersection_o1_c1_m3_boost_0_s40,sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,78,1,0,turn_right,1,four_way_intersection,0,0,four_way_intersection_o1_c1_m3_boost_0_s40/seed_78/sh_mpcc_dro/repeat_0.log,1,0,0,boost_0,0,0,0,,four_way_intersection_o1_c1_m3_boost_0_s40/seed_78/sh_mpcc_dro/repeat_0,40,sh_mpcc_dro,"Command '['/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/experiment_runner', '--config', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/configs/sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40.yaml', '--seed', '78', '--output', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/four_way_intersection_o1_c1_m3_boost_0_s40/seed_78/sh_mpcc_dro', '--label', 'repeat_0']' returned non-zero exit status 1.",ERROR
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,four_way_intersection_o1_c1_m3_boost_15_s40,sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_15_s40,77,1,0,constant_velocity,1,four_way_intersection,0,0,four_way_intersection_o1_c1_m3_boost_15_s40/seed_77/sh_mpcc_dro/repeat_0.log,1,0,0,boost_15,0,0,0,,four_way_intersection_o1_c1_m3_boost_15_s40/seed_77/sh_mpcc_dro/repeat_0,40,sh_mpcc_dro,"Command '['/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/experiment_runner', '--config', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/configs/sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_15_s40.yaml', '--seed', '77', '--output', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/four_way_intersection_o1_c1_m3_boost_15_s40/seed_77/sh_mpcc_dro', '--label', 'repeat_0']' returned non-zero exit status 1.",ERROR
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,four_way_intersection_o1_c1_m3_boost_15_s40,sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_15_s40,77,1,0,turn_left,1,four_way_intersection,0,0,four_way_intersection_o1_c1_m3_boost_15_s40/seed_77/sh_mpcc_dro/repeat_0.log,1,0,0,boost_15,0,0,0,,four_way_intersection_o1_c1_m3_boost_15_s40/seed_77/sh_mpcc_dro/repeat_0,40,sh_mpcc_dro,"Command '['/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/experiment_runner', '--config', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/configs/sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_15_s40.yaml', '--seed', '77', '--output', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/four_way_intersection_o1_c1_m3_boost_15_s40/seed_77/sh_mpcc_dro', '--label', 'repeat_0']' returned non-zero exit status 1.",ERROR
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,four_way_intersection_o1_c1_m3_boost_15_s40,sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_15_s40,77,1,0,turn_right,1,four_way_intersection,40,1,four_way_intersection_o1_c1_m3_boost_15_s40/seed_77/sh_mpcc_dro/repeat_0.log,1,800,1,boost_15,1,40,0,,four_way_intersection_o1_c1_m3_boost_15_s40/seed_77/sh_mpcc_dro/repeat_0,40,sh_mpcc_dro,"Command '['/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/experiment_runner', '--config', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/configs/sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_15_s40.yaml', '--seed', '77', '--output', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/four_way_intersection_o1_c1_m3_boost_15_s40/seed_77/sh_mpcc_dro', '--label', 'repeat_0']' returned non-zero exit status 1.",ERROR
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,four_way_intersection_o1_c1_m3_boost_15_s40,sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_15_s40,78,1,0,constant_velocity,1,four_way_intersection,0,0,four_way_intersection_o1_c1_m3_boost_15_s40/seed_78/sh_mpcc_dro/repeat_0.log,1,0,0,boost_15,0.00833333,0.333333,0,,four_way_intersection_o1_c1_m3_boost_15_s40/seed_78/sh_mpcc_dro/repeat_0,40,sh_mpcc_dro,"Command '['/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/experiment_runner', '--config', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/configs/sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_15_s40.yaml', '--seed', '78', '--output', '/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/four_way_intersection_o1_c1_m3_boost_15_s40/seed_78/sh_mpcc_dro', '--label', 'repeat_0']' returned non-zero exit status 1.",ERROR
